,PK,time
1718,1261.661628986592,1718
1719,1251.2563275052337,1719
1720,1241.0719723141954,1720
1721,1231.1024299682097,1721
1722,1221.3417432613355,1722
1723,1211.7841261439298,1723
1724,1202.423958786278,1724
1725,1193.255782784655,1725
1726,1184.2742965057034,1726
1727,1175.4743505651427,1727
1728,1166.850943436929,1728
1729,1158.3992171891032,1729
1730,1150.1144533426739,1730
1731,1141.9920688499792,1731
1732,1134.027612189088,1732
1733,1126.216759570885,1733
1734,1118.5553112555933,1734
1735,1111.0391879755737,1735
1736,1103.6644274613352,1736
1737,1096.4271810677828,1737
1738,1089.3237104977984,1738
1739,1082.3503846203614,1739
1740,1075.5036763804706,1740
1741,1068.7801597982232,1741
1742,1062.1765070544752,1742
1743,1055.68948566059,1743
1744,1049.315955709842,1744
1745,1043.0528672081264,1745
1746,1036.8972574816805,1746
1747,1030.8462486595993,1747
1748,1024.8970452289823,1748
1749,1019.0469316606238,1749
1750,1013.2932701032006,1750
1751,1007.6334981439902,1751
1752,1002.0651266341932,1752
1753,996.5857375770005,1753
1754,991.1929820765905,1754
1755,985.8845783463023,1755
1756,980.6583097742763,1756
1757,975.5120230449,1757
1758,970.4436263144577,1758
1759,965.4510874394068,1759
1760,960.5324322557775,1760
1761,955.68574290821,1761
1762,950.9091562271987,1762
1763,946.2008621531576,1763
1764,941.5591022059473,1764
1765,936.982167998564,1765
1766,932.4683997937013,1766
1767,928.0161851019606,1767
1768,923.6239573205012,1768
1769,919.2901944109669,1769
1770,915.0134176155519,1770
1771,910.7921902101102,1771
1772,906.625116293236,1772
1773,902.51083961028,1773
1774,898.4480424112891,1774
1775,894.4354443418978,1775
1776,890.4718013662124,1776
1777,886.5559047207722,1777
1778,882.6865798986855,1778
1779,878.8626856630732,1779
1780,875.0831130889718,1780
1781,871.3467846328781,1781
1782,867.652653229133,1782
1783,863.9997014123754,1783
1784,860.3869404653099,1784
1785,856.813409591061,1785
1786,853.2781751094008,1786
1787,849.7803296761635,1787
1788,846.3189915251822,1788
1789,842.8933037320859,1789
1790,839.5024334993393,1790
1791,836.1455714619049,1791
1792,832.8219310129343,1792
1793,829.5307476489116,1793
1794,826.2712783336833,1794
1795,823.042800880839,1795
1796,819.8446133539019,1796
1797,816.6760334838252,1797
1798,813.536398103288,1798
1799,810.4250625973102,1799
1800,807.3414003697142,1800
1801,804.2848023249753,1801
1802,801.254676365018,1802
1803,798.2504469005272,1803
1804,795.2715543763532,1804
1805,792.3174548106072,1805
1806,789.3876193470498,1806
1807,786.4815338203898,1807
1808,783.5986983341198,1808
1809,780.738626850531,1809
1810,777.9008467925482,1810
1811,775.0848986570513,1811
1812,772.2903356393488,1812
1813,769.5167232684793,1813
1814,766.7636390530345,1814
1815,764.0306721371937,1815
1816,761.3174229666788,1816
1817,758.6235029643442,1817
1818,755.9485342151203,1818
1819,753.2921491600428,1819
1820,750.6539902991076,1820
1821,748.0337099026916,1821
1822,745.4309697312973,1822
1823,742.8454407633786,1823
1824,740.2768029310129,1824
1825,737.7247448631994,1825
1826,735.1889636365551,1826
1827,732.6691645332014,1827
1828,730.1650608056317,1828
1829,727.6763734483577,1829
1830,725.2028309761415,1830
1831,722.744169208619,1831
1832,720.3001310611364,1832
1833,717.8704663416133,1833
1834,715.4549315532655,1834
1835,713.0532897030131,1835
1836,710.6653101154134,1836
1837,708.2907682519576,1837
1838,705.9294455355742,1838
1839,703.5811291801969,1839
1840,701.2456120252384,1840
1841,698.9226923748427,1841
1842,696.6121738417644,1842
